Datetime,open,high,low,close
2021-04-29 12:00:00,33598.45,33719.9,33598.45,33719.9
2021-04-29 12:15:00,33694.85,33719.75,33653.05,33695.05
2021-04-29 12:30:00,33684.05,33687.5,33619.7,33682.45
2021-04-29 12:45:00,33699.5,33879.1,33672.15,33862.2
2021-04-29 13:00:00,33876.25,33951.65,33790.15,33803.55
2021-04-29 13:15:00,33847.15,33911.9,33844.2,33887.45
2021-04-29 13:30:00,33894.1,33896.25,33848.5,33848.5
2021-04-29 13:45:00,33847.05,33847.05,33595.85,33595.85
2021-04-29 14:00:00,33604.95,33678.85,33513.1,33667.65
2021-04-29 14:15:00,33655.9,33784.55,33654.65,33753.1
2021-04-29 14:30:00,33744.75,33825.35,33714.3,33802.35
2021-04-29 14:45:00,33767.2,33823.95,33715.6,33748.3
2021-04-29 15:00:00,33740.5,33782.0,33714.1,33714.1
2021-04-29 15:15:00,33726.5,33726.5,33648.1,33664.2
2021-04-30 09:15:00,33111.15,33160.0,32982.95,33139.2
2021-04-30 09:30:00,33169.8,33317.25,33110.85,33301.5
2021-04-30 09:45:00,33393.55,33393.55,33264.5,33316.1
2021-04-30 10:00:00,33303.4,33334.05,33104.7,33199.7
2021-04-30 10:15:00,33216.1,33303.5,33192.8,33303.5
2021-04-30 10:30:00,33299.65,33380.85,33255.45,33345.25
2021-04-30 10:45:00,33372.85,33432.85,33332.05,33420.25
2021-04-30 11:00:00,33415.5,33415.5,33333.25,33334.95
2021-04-30 11:15:00,33335.2,33362.4,33246.7,33246.7
2021-04-30 11:30:00,33281.35,33288.8,33138.1,33160.6
2021-04-30 11:45:00,33191.85,33265.7,33167.85,33232.95
2021-04-30 12:00:00,33245.15,33277.6,33184.1,33184.1
2021-04-30 12:15:00,33202.7,33270.15,33202.7,33254.5
2021-04-30 12:30:00,33249.75,33285.05,33248.7,33269.7
2021-04-30 12:45:00,33268.55,33291.0,33217.85,33258.55
2021-04-30 13:00:00,33247.65,33260.05,33079.25,33103.4
2021-04-30 13:15:00,33153.75,33153.75,33056.85,33056.85
2021-04-30 13:30:00,33074.7,33124.85,32986.4,32986.4
2021-04-30 13:45:00,32947.7,33020.1,32947.7,33019.65
2021-04-30 14:00:00,32915.65,32915.65,32812.45,32878.25
2021-04-30 14:15:00,32792.05,32911.55,32792.05,32884.3
2021-04-30 14:30:00,32869.0,32963.45,32869.0,32941.4
2021-04-30 14:45:00,32951.65,32951.65,32856.5,32900.9
2021-04-30 15:00:00,32866.95,32870.4,32788.55,32824.15
2021-04-30 15:15:00,32819.7,32819.7,32680.55,32714.35
2021-05-03 09:15:00,32173.45,32385.5,32098.5,32375.2
2021-05-03 09:30:00,32337.95,32349.7,32201.4,32342.05
2021-05-03 09:45:00,32349.75,32368.0,32305.35,32307.35
2021-05-03 10:00:00,32333.3,32341.75,32226.8,32257.25
2021-05-03 10:15:00,32257.35,32291.15,32198.8,32256.15
2021-05-03 10:30:00,32239.25,32428.55,32239.25,32428.55
2021-05-03 10:45:00,32483.1,32498.25,32369.6,32412.8
2021-05-03 11:00:00,32377.3,32421.15,32355.4,32416.25
2021-05-03 11:15:00,32395.85,32453.15,32389.2,32389.2
2021-05-03 11:30:00,32343.7,32354.65,32266.6,32266.6
2021-05-03 11:45:00,32266.6,32300.45,32227.75,32289.25
2021-05-03 12:00:00,32292.95,32309.3,32270.4,32291.45
2021-05-03 12:15:00,32265.35,32275.65,32160.8,32180.6
2021-05-03 12:30:00,32189.25,32213.8,32134.55,32157.9
2021-05-03 12:45:00,32174.95,32274.15,32150.55,32263.05
2021-05-03 13:00:00,32278.4,32300.4,32213.5,32300.4
2021-05-03 13:15:00,32320.1,32320.1,31935.95,32045.6
2021-05-03 13:30:00,32027.65,32069.8,31993.15,32035.65
2021-05-03 13:45:00,32028.25,32121.35,31998.35,32121.35
2021-05-03 14:00:00,32086.9,32112.3,32059.4,32067.8
2021-05-03 14:15:00,32193.6,32309.2,32125.0,32300.3
2021-05-03 14:30:00,32384.0,32511.2,32384.0,32492.25
2021-05-03 14:45:00,32511.75,32511.75,32417.6,32422.75
2021-05-03 15:00:00,32402.0,32515.75,32394.75,32442.8
2021-05-03 15:15:00,32421.0,32544.0,32417.95,32535.55
2021-05-04 09:15:00,32765.85,32817.85,32694.25,32744.1
2021-05-04 09:30:00,32752.55,32823.35,32668.15,32668.15
2021-05-04 09:45:00,32579.1,32800.8,32571.85,32800.8
2021-05-04 10:00:00,32815.35,32866.55,32788.45,32823.65
2021-05-04 10:15:00,32794.1,32841.8,32781.85,32811.0
2021-05-04 10:30:00,32839.55,32876.5,32812.8,32827.5
2021-05-04 10:45:00,32834.95,32868.15,32812.7,32845.7
2021-05-04 11:00:00,32842.55,32938.85,32842.55,32926.15
2021-05-04 11:15:00,32940.25,32940.25,32884.45,32897.9
2021-05-04 11:30:00,32931.35,32998.8,32911.45,32996.45
2021-05-04 11:45:00,32979.7,32985.95,32943.0,32972.75
2021-05-04 12:00:00,32981.7,33000.3,32903.15,32924.75
2021-05-04 12:15:00,32923.9,32986.15,32872.7,32975.55
2021-05-04 12:30:00,32993.1,32993.1,32911.4,32956.7
2021-05-04 12:45:00,32974.15,32976.6,32915.1,32935.05
2021-05-04 13:00:00,32890.75,32890.75,32599.55,32599.55
2021-05-04 13:15:00,32519.65,32675.5,32519.65,32675.5
2021-05-04 13:30:00,32638.35,32698.25,32611.05,32652.05
2021-05-04 13:45:00,32663.15,32724.95,32630.75,32692.95
2021-05-04 14:00:00,32743.85,32743.85,32595.7,32649.55
2021-05-04 14:15:00,32704.55,32704.55,32640.35,32687.35
2021-05-04 14:30:00,32702.0,32702.0,32268.55,32268.55
2021-05-04 14:45:00,32305.4,32371.1,32213.7,32215.85
2021-05-04 15:00:00,32253.4,32323.35,32233.05,32323.35
2021-05-04 15:15:00,32299.15,32299.55,32251.2,32293.75
2021-05-05 09:15:00,32519.65,32536.3,32427.8,32463.0
2021-05-05 09:30:00,32527.95,32530.05,32459.75,32460.0
2021-05-05 09:45:00,32435.05,32501.3,32396.95,32501.3
2021-05-05 10:00:00,32561.95,32597.7,32144.15,32459.55
2021-05-05 10:15:00,32459.5,32538.25,32442.5,32530.7
2021-05-05 10:30:00,32588.65,32635.95,32535.95,32635.95
2021-05-05 10:45:00,32677.05,32720.15,32635.45,32669.5
2021-05-05 11:00:00,32700.3,32704.15,32537.45,32557.0
2021-05-05 11:15:00,32545.85,32547.8,32477.4,32547.8
2021-05-05 11:30:00,32579.85,32579.85,32491.65,32533.55
2021-05-05 11:45:00,32564.8,32593.45,32536.7,32586.3
2021-05-05 12:00:00,32548.2,32640.8,32548.2,32587.3
2021-05-05 12:15:00,32605.8,32623.5,32558.85,32606.6
2021-05-05 12:30:00,32603.65,32603.65,32533.35,32549.25
2021-05-05 12:45:00,32552.2,32739.9,32540.5,32739.35
2021-05-05 13:00:00,32754.65,32815.05,32703.85,32763.75
2021-05-05 13:15:00,32777.6,32799.3,32719.3,32719.3
2021-05-05 13:30:00,32702.5,32746.05,32658.85,32724.35
2021-05-05 13:45:00,32715.75,32741.5,32677.9,32708.35
2021-05-05 14:00:00,32719.4,32727.55,32560.85,32586.5
2021-05-05 14:15:00,32593.9,32722.45,32593.9,32722.45
2021-05-05 14:30:00,32714.85,32723.05,32663.55,32723.05
2021-05-05 14:45:00,32739.4,32751.45,32685.2,32685.2
2021-05-05 15:00:00,32692.5,32791.95,32692.5,32791.95
2021-05-05 15:15:00,32780.0,32853.4,32780.0,32851.55
2021-05-06 09:15:00,32928.3,32928.3,32726.25,32732.1
2021-05-06 09:30:00,32746.5,32895.4,32746.5,32816.85
2021-05-06 09:45:00,32822.65,32858.95,32770.1,32770.1
2021-05-06 10:00:00,32778.0,32810.05,32719.35,32737.65
2021-05-06 10:15:00,32720.4,32720.4,32640.3,32672.25
2021-05-06 10:30:00,32656.05,32699.4,32631.95,32667.9
2021-05-06 10:45:00,32687.25,32697.2,32673.1,32681.05
2021-05-06 11:00:00,32707.95,32739.85,32603.25,32611.35
2021-05-06 11:15:00,32610.25,32651.25,32600.8,32648.8
2021-05-06 11:30:00,32639.65,32678.55,32620.4,32664.4
2021-05-06 11:45:00,32711.55,32734.95,32650.8,32730.6
2021-05-06 12:00:00,32741.25,32741.25,32695.8,32731.65
2021-05-06 12:15:00,32719.85,32829.3,32719.85,32823.95
2021-05-06 12:30:00,32819.45,32831.35,32783.95,32783.95
2021-05-06 12:45:00,32771.0,32839.85,32770.35,32833.8
2021-05-06 13:00:00,32842.9,32876.6,32809.8,32875.3
2021-05-06 13:15:00,32880.75,32880.75,32748.55,32785.45
2021-05-06 13:30:00,32805.7,32834.85,32766.05,32834.85
2021-05-06 13:45:00,32841.55,32843.55,32799.3,32835.1
2021-05-06 14:00:00,32872.55,32907.45,32809.6,32810.6
2021-05-06 14:15:00,32814.65,32814.65,32756.8,32784.0
2021-05-06 14:30:00,32763.25,32876.2,32763.25,32832.55
2021-05-06 14:45:00,32841.9,32842.35,32765.0,32765.0
2021-05-06 15:00:00,32704.8,32829.5,32704.8,32829.5
2021-05-06 15:15:00,32856.0,32890.9,32832.0,32875.7
2021-05-07 09:15:00,33146.7,33245.45,33130.8,33205.35
2021-05-07 09:30:00,33213.6,33213.6,33152.8,33175.1
2021-05-07 09:45:00,33164.55,33180.05,33097.6,33097.6
2021-05-07 10:00:00,33119.2,33149.55,33109.5,33122.3
2021-05-07 10:15:00,33132.25,33132.25,33049.5,33049.5
2021-05-07 10:30:00,33051.25,33071.0,32978.45,32978.45
2021-05-07 10:45:00,32946.75,33026.2,32946.75,33026.2
2021-05-07 11:00:00,33028.5,33028.5,32942.35,32955.75
2021-05-07 11:15:00,32973.3,33063.6,32972.85,33063.6
2021-05-07 11:30:00,33048.6,33055.35,33027.6,33037.45
2021-05-07 11:45:00,33032.4,33047.0,33001.15,33030.75
2021-05-07 12:00:00,33012.2,33022.6,32871.4,32893.75
2021-05-07 12:15:00,32884.65,32885.35,32803.8,32885.35
2021-05-07 12:30:00,32868.8,32908.55,32853.75,32908.55
2021-05-07 12:45:00,32909.7,32936.95,32883.4,32891.65
2021-05-07 13:00:00,32898.2,32899.95,32841.15,32850.45
2021-05-07 13:15:00,32834.05,32901.5,32834.05,32858.1
2021-05-07 13:30:00,32862.3,32900.65,32862.2,32889.2
2021-05-07 13:45:00,32881.1,32972.85,32881.1,32944.0
2021-05-07 14:00:00,32965.9,32965.9,32886.75,32959.75
2021-05-07 14:15:00,32951.5,32960.85,32906.2,32906.2
2021-05-07 14:30:00,32898.4,32926.25,32892.95,32924.2
2021-05-07 14:45:00,32938.95,32951.45,32912.05,32918.0
2021-05-07 15:00:00,32909.05,32931.6,32899.25,32914.75
2021-05-07 15:15:00,32911.4,32911.4,32861.15,32888.25
2021-05-10 09:15:00,33141.05,33205.6,33102.45,33177.55
2021-05-10 09:30:00,33150.15,33150.15,33079.0,33096.7
2021-05-10 09:45:00,33120.85,33148.7,33046.6,33058.35
2021-05-10 10:00:00,33055.8,33173.3,33055.8,33173.3
2021-05-10 10:15:00,33192.05,33273.75,33192.05,33242.25
2021-05-10 10:30:00,33244.8,33290.65,33233.8,33242.5
2021-05-10 10:45:00,33244.85,33280.55,33199.45,33199.45
2021-05-10 11:00:00,33182.9,33259.35,33182.9,33220.7
2021-05-10 11:15:00,33219.55,33255.5,33209.3,33229.85
2021-05-10 11:30:00,33239.95,33239.95,33209.5,33216.2
2021-05-10 11:45:00,33153.7,33205.15,33153.7,33185.15
2021-05-10 12:00:00,33185.6,33206.9,33173.75,33182.45
2021-05-10 12:15:00,33179.2,33199.8,33153.7,33197.6
2021-05-10 12:30:00,33204.0,33248.6,33182.95,33243.4
2021-05-10 12:45:00,33240.7,33240.7,33207.25,33212.95
2021-05-10 13:00:00,33218.9,33250.4,33138.05,33147.7
2021-05-10 13:15:00,33105.7,33164.65,33105.7,33157.6
2021-05-10 13:30:00,33152.8,33180.0,33148.3,33171.45
2021-05-10 13:45:00,33162.6,33187.25,33139.1,33174.55
2021-05-10 14:00:00,33173.4,33177.15,33147.0,33149.6
2021-05-10 14:15:00,33148.45,33203.8,33103.5,33122.05
2021-05-10 14:30:00,33128.3,33155.6,33124.9,33148.3
2021-05-10 14:45:00,33145.8,33145.8,33101.1,33106.15
2021-05-10 15:00:00,33119.65,33142.6,33098.85,33123.3
